company_id,type,rule_id,text,confidence_pct
14,Pro,P3,Healthy net profit margin.,80
14,Pro,P5,Excellent interest coverage.,90
14,Pro,P6,Efficient asset utilization.,75
15,Pro,P2,Strong return on capital employed.,85
15,Pro,P5,Excellent interest coverage.,90
15,Con,C1,Low return on equity.,85
15,Con,C2,Low return on capital employed.,85
15,Con,C6,Low asset utilization.,75
15,Pro,P2,Strong return on capital employed.,85
15,Pro,P5,Excellent interest coverage.,90
15,Con,C6,Low asset utilization.,75
15,Pro,P2,Strong return on capital employed.,85
15,Pro,P5,Excellent interest coverage.,90
15,Con,C1,Low return on equity.,85
15,Con,C6,Low asset utilization.,75
15,Con,C1,Low return on equity.,85
15,Con,C2,Low return on capital employed.,85
15,Con,C6,Low asset utilization.,75
16,Pro,P1,High return on equity above 20%.,90
16,Pro,P2,Strong return on capital employed.,85
16,Pro,P3,Healthy net profit margin.,80
16,Pro,P5,Excellent interest coverage.,90
16,Con,C6,Low asset utilization.,75
16,Pro,P3,Healthy net profit margin.,80
16,Pro,P5,Excellent interest coverage.,90
16,Pro,P1,High return on equity above 20%.,90
16,Pro,P2,Strong return on capital employed.,85
16,Pro,P5,Excellent interest coverage.,90
16,Con,C6,Low asset utilization.,75
16,Pro,P1,High return on equity above 20%.,90
16,Pro,P2,Strong return on capital employed.,85
16,Pro,P3,Healthy net profit margin.,80
16,Pro,P5,Excellent interest coverage.,90
16,Con,C6,Low asset utilization.,75
16,Pro,P5,Excellent interest coverage.,90
16,Con,C1,Low return on equity.,85
16,Con,C6,Low asset utilization.,75
17,Con,C1,Low return on equity.,85
17,Pro,P5,Excellent interest coverage.,90
17,Pro,P3,Healthy net profit margin.,80
17,Pro,P5,Excellent interest coverage.,90
17,Con,C6,Low asset utilization.,75
17,Pro,P2,Strong return on capital employed.,85
17,Pro,P5,Excellent interest coverage.,90
17,Con,C1,Low return on equity.,85
17,Con,C6,Low asset utilization.,75
17,Pro,P2,Strong return on capital employed.,85
17,Pro,P3,Healthy net profit margin.,80
17,Pro,P5,Excellent interest coverage.,90
17,Con,C6,Low asset utilization.,75
18,Pro,P2,Strong return on capital employed.,85
18,Pro,P2,Strong return on capital employed.,85
18,Con,C1,Low return on equity.,85
18,Con,C6,Low asset utilization.,75
18,Pro,P2,Strong return on capital employed.,85
18,Pro,P5,Excellent interest coverage.,90
18,Pro,P2,Strong return on capital employed.,85
18,Pro,P5,Excellent interest coverage.,90
18,Con,C6,Low asset utilization.,75
18,Pro,P2,Strong return on capital employed.,85
18,Con,C6,Low asset utilization.,75
19,Pro,P2,Strong return on capital employed.,85
19,Pro,P5,Excellent interest coverage.,90
19,Pro,P3,Healthy net profit margin.,80
19,Pro,P5,Excellent interest coverage.,90
19,Con,C1,Low return on equity.,85
19,Con,C6,Low asset utilization.,75
19,Pro,P3,Healthy net profit margin.,80
19,Con,C1,Low return on equity.,85
19,Con,C6,Low asset utilization.,75
19,Pro,P1,High return on equity above 20%.,90
19,Pro,P2,Strong return on capital employed.,85
19,Pro,P5,Excellent interest coverage.,90
19,Con,C6,Low asset utilization.,75
20,Pro,P2,Strong return on capital employed.,85
20,Pro,P3,Healthy net profit margin.,80
20,Pro,P5,Excellent interest coverage.,90
20,Con,C1,Low return on equity.,85
20,Con,C2,Low return on capital employed.,85
20,Con,C6,Low asset utilization.,75
20,Con,C1,Low return on equity.,85
20,Con,C2,Low return on capital employed.,85
20,Con,C6,Low asset utilization.,75
20,Con,C1,Low return on equity.,85
20,Con,C2,Low return on capital employed.,85
20,Con,C6,Low asset utilization.,75
20,Pro,P3,Healthy net profit margin.,80
20,Con,C1,Low return on equity.,85
20,Con,C2,Low return on capital employed.,85
20,Con,C6,Low asset utilization.,75
21,Pro,P5,Excellent interest coverage.,90
21,Con,C1,Low return on equity.,85
21,Con,C6,Low asset utilization.,75
21,Pro,P2,Strong return on capital employed.,85
21,Pro,P5,Excellent interest coverage.,90
21,Con,C1,Low return on equity.,85
21,Con,C6,Low asset utilization.,75
21,Pro,P3,Healthy net profit margin.,80
21,Con,C1,Low return on equity.,85
21,Con,C2,Low return on capital employed.,85
21,Con,C6,Low asset utilization.,75
21,Con,C1,Low return on equity.,85
21,Con,C6,Low asset utilization.,75
21,Con,C1,Low return on equity.,85
21,Con,C6,Low asset utilization.,75
22,Pro,P3,Healthy net profit margin.,80
22,Con,C1,Low return on equity.,85
22,Con,C2,Low return on capital employed.,85
22,Con,C6,Low asset utilization.,75
22,Pro,P2,Strong return on capital employed.,85
22,Pro,P5,Excellent interest coverage.,90
22,Pro,P6,Efficient asset utilization.,75
22,Pro,P2,Strong return on capital employed.,85
22,Pro,P5,Excellent interest coverage.,90
22,Con,C1,Low return on equity.,85
22,Con,C6,Low asset utilization.,75
22,Con,C1,Low return on equity.,85
22,Con,C6,Low asset utilization.,75
23,Con,C1,Low return on equity.,85
23,Con,C2,Low return on capital employed.,85
23,Con,C6,Low asset utilization.,75
23,Pro,P3,Healthy net profit margin.,80
23,Pro,P5,Excellent interest coverage.,90
23,Con,C1,Low return on equity.,85
23,Con,C6,Low asset utilization.,75
23,Pro,P5,Excellent interest coverage.,90
23,Con,C1,Low return on equity.,85
23,Con,C2,Low return on capital employed.,85
23,Con,C6,Low asset utilization.,75
23,Pro,P5,Excellent interest coverage.,90
23,Con,C1,Low return on equity.,85
23,Con,C6,Low asset utilization.,75
23,Pro,P5,Excellent interest coverage.,90
23,Con,C1,Low return on equity.,85
24,Pro,P3,Healthy net profit margin.,80
24,Pro,P5,Excellent interest coverage.,90
24,Con,C1,Low return on equity.,85
24,Con,C6,Low asset utilization.,75
24,Con,C1,Low return on equity.,85
24,Pro,P2,Strong return on capital employed.,85
24,Pro,P3,Healthy net profit margin.,80
24,Pro,P5,Excellent interest coverage.,90
24,Con,C6,Low asset utilization.,75
24,Pro,P2,Strong return on capital employed.,85
24,Pro,P5,Excellent interest coverage.,90
24,Con,C6,Low asset utilization.,75
24,Pro,P3,Healthy net profit margin.,80
24,Pro,P5,Excellent interest coverage.,90
24,Con,C6,Low asset utilization.,75
25,Con,C1,Low return on equity.,85
25,Con,C2,Low return on capital employed.,85
25,Con,C6,Low asset utilization.,75
25,Pro,P3,Healthy net profit margin.,80
25,Pro,P5,Excellent interest coverage.,90
25,Con,C1,Low return on equity.,85
25,Pro,P2,Strong return on capital employed.,85
25,Pro,P5,Excellent interest coverage.,90
25,Pro,P6,Efficient asset utilization.,75
25,Pro,P2,Strong return on capital employed.,85
25,Pro,P5,Excellent interest coverage.,90
25,Con,C1,Low return on equity.,85
26,Pro,P1,High return on equity above 20%.,90
26,Pro,P2,Strong return on capital employed.,85
26,Pro,P3,Healthy net profit margin.,80
26,Con,C6,Low asset utilization.,75
26,Pro,P3,Healthy net profit margin.,80
26,Con,C1,Low return on equity.,85
26,Con,C6,Low asset utilization.,75
26,Pro,P1,High return on equity above 20%.,90
26,Pro,P2,Strong return on capital employed.,85
26,Pro,P5,Excellent interest coverage.,90
26,Pro,P6,Efficient asset utilization.,75
26,Pro,P3,Healthy net profit margin.,80
26,Con,C1,Low return on equity.,85
26,Con,C2,Low return on capital employed.,85
26,Con,C6,Low asset utilization.,75
26,Con,C1,Low return on equity.,85
26,Con,C6,Low asset utilization.,75
27,Pro,P3,Healthy net profit margin.,80
27,Con,C1,Low return on equity.,85
27,Con,C6,Low asset utilization.,75
27,Pro,P3,Healthy net profit margin.,80
27,Con,C1,Low return on equity.,85
27,Con,C2,Low return on capital employed.,85
27,Con,C6,Low asset utilization.,75
27,Pro,P2,Strong return on capital employed.,85
27,Pro,P5,Excellent interest coverage.,90
27,Con,C6,Low asset utilization.,75
27,Pro,P3,Healthy net profit margin.,80
27,Con,C6,Low asset utilization.,75
27,Pro,P5,Excellent interest coverage.,90
27,Con,C1,Low return on equity.,85
27,Con,C2,Low return on capital employed.,85
27,Con,C6,Low asset utilization.,75
28,Pro,P2,Strong return on capital employed.,85
28,Pro,P5,Excellent interest coverage.,90
28,Con,C6,Low asset utilization.,75
28,Pro,P3,Healthy net profit margin.,80
28,Pro,P5,Excellent interest coverage.,90
28,Con,C6,Low asset utilization.,75
28,Pro,P5,Excellent interest coverage.,90
28,Con,C1,Low return on equity.,85
28,Con,C6,Low asset utilization.,75
28,Pro,P1,High return on equity above 20%.,90
28,Pro,P2,Strong return on capital employed.,85
28,Pro,P5,Excellent interest coverage.,90
28,Pro,P2,Strong return on capital employed.,85
28,Pro,P5,Excellent interest coverage.,90
28,Con,C6,Low asset utilization.,75
29,Pro,P4,Debt free company.,95
29,Pro,P5,Excellent interest coverage.,90
29,Con,C1,Low return on equity.,85
29,Con,C2,Low return on capital employed.,85
29,Con,C6,Low asset utilization.,75
29,Pro,P3,Healthy net profit margin.,80
29,Pro,P5,Excellent interest coverage.,90
29,Con,C1,Low return on equity.,85
29,Con,C2,Low return on capital employed.,85
29,Con,C6,Low asset utilization.,75
29,Pro,P3,Healthy net profit margin.,80
29,Con,C1,Low return on equity.,85
29,Con,C6,Low asset utilization.,75
29,Pro,P2,Strong return on capital employed.,85
29,Pro,P3,Healthy net profit margin.,80
29,Pro,P5,Excellent interest coverage.,90
29,Pro,P3,Healthy net profit margin.,80
29,Pro,P5,Excellent interest coverage.,90
29,Con,C1,Low return on equity.,85
29,Con,C2,Low return on capital employed.,85
29,Con,C6,Low asset utilization.,75
30,Pro,P3,Healthy net profit margin.,80
30,Con,C6,Low asset utilization.,75
30,Pro,P1,High return on equity above 20%.,90
30,Pro,P2,Strong return on capital employed.,85
30,Pro,P3,Healthy net profit margin.,80
30,Pro,P5,Excellent interest coverage.,90
30,Pro,P6,Efficient asset utilization.,75
30,Pro,P1,High return on equity above 20%.,90
30,Pro,P2,Strong return on capital employed.,85
30,Pro,P3,Healthy net profit margin.,80
30,Pro,P5,Excellent interest coverage.,90
30,Pro,P3,Healthy net profit margin.,80
30,Con,C1,Low return on equity.,85
30,Con,C6,Low asset utilization.,75
30,Pro,P3,Healthy net profit margin.,80
30,Pro,P5,Excellent interest coverage.,90
30,Con,C6,Low asset utilization.,75
31,Con,C1,Low return on equity.,85
31,Con,C6,Low asset utilization.,75
31,Pro,P5,Excellent interest coverage.,90
31,Con,C1,Low return on equity.,85
31,Con,C6,Low asset utilization.,75
31,Pro,P2,Strong return on capital employed.,85
31,Pro,P3,Healthy net profit margin.,80
31,Pro,P5,Excellent interest coverage.,90
31,Con,C1,Low return on equity.,85
31,Con,C6,Low asset utilization.,75
31,Pro,P2,Strong return on capital employed.,85
31,Con,C1,Low return on equity.,85
31,Con,C6,Low asset utilization.,75
31,Pro,P2,Strong return on capital employed.,85
31,Con,C1,Low return on equity.,85
32,Con,C1,Low return on equity.,85
32,Con,C2,Low return on capital employed.,85
32,Con,C6,Low asset utilization.,75
32,Con,C6,Low asset utilization.,75
32,Pro,P3,Healthy net profit margin.,80
32,Pro,P5,Excellent interest coverage.,90
32,Con,C1,Low return on equity.,85
32,Con,C6,Low asset utilization.,75
32,Pro,P5,Excellent interest coverage.,90
32,Con,C1,Low return on equity.,85
32,Con,C1,Low return on equity.,85
32,Con,C6,Low asset utilization.,75
33,Con,C1,Low return on equity.,85
33,Con,C2,Low return on capital employed.,85
33,Con,C6,Low asset utilization.,75
33,Pro,P2,Strong return on capital employed.,85
33,Con,C6,Low asset utilization.,75
33,Pro,P1,High return on equity above 20%.,90
33,Pro,P2,Strong return on capital employed.,85
33,Pro,P3,Healthy net profit margin.,80
33,Pro,P5,Excellent interest coverage.,90
33,Con,C6,Low asset utilization.,75
33,Pro,P2,Strong return on capital employed.,85
33,Pro,P3,Healthy net profit margin.,80
33,Con,C6,Low asset utilization.,75
33,Pro,P2,Strong return on capital employed.,85
33,Pro,P5,Excellent interest coverage.,90
33,Con,C6,Low asset utilization.,75
34,Pro,P3,Healthy net profit margin.,80
34,Pro,P5,Excellent interest coverage.,90
34,Con,C1,Low return on equity.,85
34,Con,C6,Low asset utilization.,75
34,Con,C1,Low return on equity.,85
34,Con,C2,Low return on capital employed.,85
34,Con,C6,Low asset utilization.,75
34,Pro,P3,Healthy net profit margin.,80
34,Pro,P5,Excellent interest coverage.,90
34,Con,C1,Low return on equity.,85
34,Con,C6,Low asset utilization.,75
34,Pro,P2,Strong return on capital employed.,85
34,Pro,P5,Excellent interest coverage.,90
34,Con,C1,Low return on equity.,85
34,Con,C2,Low return on capital employed.,85
34,Con,C6,Low asset utilization.,75
35,Pro,P2,Strong return on capital employed.,85
35,Pro,P5,Excellent interest coverage.,90
35,Pro,P2,Strong return on capital employed.,85
35,Pro,P5,Excellent interest coverage.,90
35,Pro,P3,Healthy net profit margin.,80
35,Con,C1,Low return on equity.,85
35,Con,C2,Low return on capital employed.,85
35,Con,C6,Low asset utilization.,75
35,Pro,P2,Strong return on capital employed.,85
35,Pro,P3,Healthy net profit margin.,80
35,Pro,P5,Excellent interest coverage.,90
35,Pro,P3,Healthy net profit margin.,80
35,Con,C1,Low return on equity.,85
35,Con,C2,Low return on capital employed.,85
35,Con,C6,Low asset utilization.,75
36,Pro,P3,Healthy net profit margin.,80
36,Con,C6,Low asset utilization.,75
36,Pro,P2,Strong return on capital employed.,85
36,Pro,P5,Excellent interest coverage.,90
36,Con,C6,Low asset utilization.,75
36,Pro,P3,Healthy net profit margin.,80
36,Con,C1,Low return on equity.,85
36,Con,C6,Low asset utilization.,75
36,Pro,P3,Healthy net profit margin.,80
36,Con,C6,Low asset utilization.,75
36,Pro,P2,Strong return on capital employed.,85
36,Pro,P3,Healthy net profit margin.,80
36,Pro,P5,Excellent interest coverage.,90
37,Pro,P3,Healthy net profit margin.,80
37,Pro,P5,Excellent interest coverage.,90
37,Con,C1,Low return on equity.,85
37,Con,C2,Low return on capital employed.,85
37,Con,C6,Low asset utilization.,75
37,Con,C1,Low return on equity.,85
37,Con,C2,Low return on capital employed.,85
37,Con,C6,Low asset utilization.,75
37,Pro,P3,Healthy net profit margin.,80
37,Con,C1,Low return on equity.,85
37,Con,C6,Low asset utilization.,75
37,Pro,P2,Strong return on capital employed.,85
37,Pro,P3,Healthy net profit margin.,80
37,Pro,P4,Debt free company.,95
37,Pro,P5,Excellent interest coverage.,90
37,Pro,P6,Efficient asset utilization.,75
37,Pro,P3,Healthy net profit margin.,80
37,Con,C1,Low return on equity.,85
37,Con,C2,Low return on capital employed.,85
38,Pro,P2,Strong return on capital employed.,85
38,Con,C6,Low asset utilization.,75
38,Pro,P1,High return on equity above 20%.,90
38,Pro,P2,Strong return on capital employed.,85
38,Pro,P5,Excellent interest coverage.,90
38,Con,C6,Low asset utilization.,75
38,Pro,P2,Strong return on capital employed.,85
38,Pro,P3,Healthy net profit margin.,80
38,Pro,P5,Excellent interest coverage.,90
38,Con,C6,Low asset utilization.,75
38,Con,C1,Low return on equity.,85
38,Pro,P2,Strong return on capital employed.,85
38,Pro,P5,Excellent interest coverage.,90
38,Con,C1,Low return on equity.,85
38,Con,C6,Low asset utilization.,75
39,Pro,P3,Healthy net profit margin.,80
39,Pro,P2,Strong return on capital employed.,85
39,Pro,P5,Excellent interest coverage.,90
39,Pro,P6,Efficient asset utilization.,75
39,Con,C1,Low return on equity.,85
39,Con,C6,Low asset utilization.,75
39,Pro,P2,Strong return on capital employed.,85
39,Pro,P3,Healthy net profit margin.,80
39,Pro,P5,Excellent interest coverage.,90
39,Pro,P6,Efficient asset utilization.,75
39,Pro,P2,Strong return on capital employed.,85
39,Pro,P5,Excellent interest coverage.,90
40,Pro,P2,Strong return on capital employed.,85
40,Pro,P5,Excellent interest coverage.,90
40,Con,C1,Low return on equity.,85
40,Con,C6,Low asset utilization.,75
40,Pro,P5,Excellent interest coverage.,90
40,Con,C1,Low return on equity.,85
40,Con,C2,Low return on capital employed.,85
40,Con,C6,Low asset utilization.,75
40,Pro,P2,Strong return on capital employed.,85
40,Pro,P5,Excellent interest coverage.,90
40,Con,C6,Low asset utilization.,75
40,Pro,P3,Healthy net profit margin.,80
40,Pro,P3,Healthy net profit margin.,80
40,Pro,P5,Excellent interest coverage.,90
40,Con,C6,Low asset utilization.,75
41,Con,C1,Low return on equity.,85
41,Con,C6,Low asset utilization.,75
41,Pro,P2,Strong return on capital employed.,85
41,Pro,P5,Excellent interest coverage.,90
41,Con,C6,Low asset utilization.,75
41,Pro,P1,High return on equity above 20%.,90
41,Pro,P2,Strong return on capital employed.,85
41,Pro,P3,Healthy net profit margin.,80
41,Pro,P5,Excellent interest coverage.,90
41,Con,C6,Low asset utilization.,75
41,Pro,P3,Healthy net profit margin.,80
41,Pro,P5,Excellent interest coverage.,90
41,Con,C1,Low return on equity.,85
41,Con,C2,Low return on capital employed.,85
41,Con,C6,Low asset utilization.,75
41,Pro,P1,High return on equity above 20%.,90
41,Pro,P2,Strong return on capital employed.,85
41,Pro,P5,Excellent interest coverage.,90
42,Pro,P5,Excellent interest coverage.,90
42,Con,C1,Low return on equity.,85
42,Con,C6,Low asset utilization.,75
42,Pro,P2,Strong return on capital employed.,85
42,Pro,P4,Debt free company.,95
42,Pro,P5,Excellent interest coverage.,90
42,Con,C1,Low return on equity.,85
42,Con,C6,Low asset utilization.,75
42,Pro,P2,Strong return on capital employed.,85
42,Pro,P5,Excellent interest coverage.,90
42,Con,C1,Low return on equity.,85
42,Con,C6,Low asset utilization.,75
42,Con,C1,Low return on equity.,85
42,Con,C6,Low asset utilization.,75
42,Pro,P2,Strong return on capital employed.,85
42,Pro,P3,Healthy net profit margin.,80
42,Pro,P5,Excellent interest coverage.,90
42,Con,C6,Low asset utilization.,75
43,Pro,P3,Healthy net profit margin.,80
43,Pro,P5,Excellent interest coverage.,90
43,Con,C1,Low return on equity.,85
43,Con,C6,Low asset utilization.,75
43,Con,C1,Low return on equity.,85
43,Con,C6,Low asset utilization.,75
43,Pro,P3,Healthy net profit margin.,80
43,Con,C1,Low return on equity.,85
43,Con,C6,Low asset utilization.,75
43,Pro,P2,Strong return on capital employed.,85
43,Pro,P3,Healthy net profit margin.,80
43,Pro,P5,Excellent interest coverage.,90
43,Pro,P5,Excellent interest coverage.,90
43,Con,C6,Low asset utilization.,75
44,Con,C6,Low asset utilization.,75
44,Pro,P1,High return on equity above 20%.,90
44,Pro,P2,Strong return on capital employed.,85
44,Pro,P5,Excellent interest coverage.,90
44,Con,C6,Low asset utilization.,75
44,Pro,P1,High return on equity above 20%.,90
44,Pro,P2,Strong return on capital employed.,85
44,Pro,P5,Excellent interest coverage.,90
44,Con,C6,Low asset utilization.,75
44,Pro,P3,Healthy net profit margin.,80
44,Con,C6,Low asset utilization.,75
44,Con,C1,Low return on equity.,85
45,Pro,P2,Strong return on capital employed.,85
45,Pro,P5,Excellent interest coverage.,90
45,Con,C6,Low asset utilization.,75
45,Pro,P5,Excellent interest coverage.,90
45,Con,C1,Low return on equity.,85
45,Con,C6,Low asset utilization.,75
45,Con,C1,Low return on equity.,85
45,Con,C2,Low return on capital employed.,85
45,Pro,P5,Excellent interest coverage.,90
